Condition_Time	gene	geneName	baseMean	log2FC	stderror	padj
R_240	CNAG_00070	CNAG_00070	1280.9	-0.66835	0.15622	1.5447e-4
R_240	CNAG_00072	CNAG_00072	503.04	0.40787	0.25314	0.20667
R_240	CNAG_00073	CNAG_00073	242.5	0.33925	0.16167	0.08825
R_240	CNAG_00074	CNAG_00074	737.95	0.32114	0.16407	0.11432
R_240	CNAG_00075	CNAG_00075	222.2	-0.76087	0.22734	0.0041011
R_240	CNAG_00076	NDX6	130.41	-0.79149	0.15818	6.9684e-6
R_240	CNAG_00077	CNAG_00077	1224.3	-0.77761	0.17635	9.0531e-5
R_240	CNAG_00078	CNAG_00078	126.77	0.25547	0.15155	0.18401
R_240	CNAG_00079	CNAG_00079	546.98	-0.13952	0.29213	0.75216
R_240	CNAG_00080	CNAG_00080	144.12	0.67492	0.21781	0.0083457
R_240	CNAG_00081	CNAG_00081	961.26	-0.027052	0.13496	0.90061
R_240	CNAG_00082	CNAG_00082	235.1	0.26171	0.18115	0.26533
R_240	CNAG_00083	CCC1	252.23	0.5106	0.20566	0.039427
R_240	CNAG_00084	CNAG_00084	572.72	-0.63089	0.15543	3.601e-4
R_240	CNAG_00085	CNAG_00085	204.53	0.11644	0.13389	0.53459
R_240	CNAG_00086	CNAG_00086	307.37	-0.72846	0.17381	2.1592e-4
R_240	CNAG_00087	CNAG_00087	166.45	0.017157	0.14473	0.94477
R_240	CNAG_00088	CNAG_00088	354.1	-0.013032	0.13364	0.95495
R_240	CNAG_00089	CNAG_00089	323.51	-0.20539	0.11037	0.13611
R_240	CNAG_00090	CNAG_00090	466.43	0.34234	0.12807	0.025125
R_240	CNAG_00091	CNAG_00091	1370.4	-1.4375	0.19974	2.141e-11
R_240	CNAG_00092	CNAG_00092	557.86	0.033899	0.1172	0.853
R_240	CNAG_00093	CNAG_00093	821.48	-0.77186	0.20707	0.0011842
R_240	CNAG_00094	CNAG_00094	14.863	0.69074	0.37378	0.13925
R_240	CNAG_00095	CNAG_00095	458.26	-0.6025	0.13835	1.1247e-4
R_240	CNAG_00096	CNAG_00096	69.954	-0.72301	0.22551	0.0061663
R_240	CNAG_00097	ITR1	105.7	0.96585	0.18628	2.9786e-6
R_240	CNAG_00098	CNAG_00098	107.07	0.26247	0.29562	0.52519
R_240	CNAG_00099	CNAG_00099	192.53	-0.2814	0.12827	0.073013
R_240	CNAG_00100	CNAG_00100	2743.1	0.54235	0.17305	0.0075791
R_240	CNAG_00101	KEI1	173.19	-0.16283	0.11121	0.2572
R_240	CNAG_00104	CNAG_00104	5418.9	-0.12209	0.16824	0.61539
R_240	CNAG_00106	TCO5	514.93	0.22169	0.24383	0.51436
R_240	CNAG_00107	CNAG_00107	185.39	-0.23256	0.25931	0.52077
R_240	CNAG_00108	CNAG_00108	460.61	-0.86247	0.2448	0.0023455
R_240	CNAG_00109	CNAG_00109	637.4	-0.56282	0.16233	0.0027993
R_240	CNAG_00110	HPI3	10.501	1.7347	0.50991	0.0034396
R_240	CNAG_00111	CNAG_00111	540.43	-0.014487	0.098516	0.9307
R_240	CNAG_00115	CNAG_00115	251.19	-0.27303	0.21324	0.3318
R_240	CNAG_00116	CNAG_00116	4504.1	-0.72708	0.14133	3.6274e-6
R_240	CNAG_00117	ERG24	397.77	-0.075293	0.12483	0.68243
R_240	CNAG_00118	CNAG_00118	107.73	-0.045769	0.14837	0.84188
R_240	CNAG_00119	CNAG_00119	146.87	0.21302	0.15775	0.3025
R_240	CNAG_00120	CNAG_00120	504.84	-1.0107	0.1866	9.3238e-7
R_240	CNAG_00121	CNAG_00121	461	-0.29676	0.18657	0.21367
R_240	CNAG_00122	CNAG_00122	23.721	1.3609	0.44025	0.0084938
R_240	CNAG_00123	CNAG_00123	170.26	0.94447	0.19618	1.6325e-5
R_240	CNAG_00124	CAS32	393.37	-0.38711	0.13664	0.0169
R_240	CNAG_00125	CRG1	47.932	0.36825	0.20958	0.16345
R_240	CNAG_00126	CNAG_00126	361.84	1.327	0.29306	5.5678e-5
R_240	CNAG_00127	CNAG_00127	61.734	0.79302	0.25962	0.0093581
R_240	CNAG_00128	CNAG_00128	11.911	1.0638	0.45118	0.051751
R_240	CNAG_00129	CNAG_00129	100.55	-0.4504	0.14091	0.0063213
R_240	CNAG_00130	RCK2	939.62	0.42658	0.1735	0.041437
R_240	CNAG_00131	CNAG_00131	133.66	0.010277	0.4254	0.98999
R_240	CNAG_00132	CNAG_00132	158.84	0.6583	0.22635	0.01389
R_240	CNAG_00133	CNAG_00133	144.2	0.33763	0.3948	0.5427
R_240	CNAG_00134	CNAG_00134	211.36	-0.17614	0.13669	0.32818
R_240	CNAG_00135	CNAG_00135	111.73	-0.73485	0.209	0.0023942
R_240	CNAG_00136	CNAG_00136	943.27	0.019138	0.093994	0.89853
R_240	CNAG_00137	CNAG_00137	331.87	0.60111	0.15285	5.6835e-4
R_240	CNAG_00138	CNAG_00138	223.84	0.32604	0.14269	0.060482
R_240	CNAG_00139	CNAG_00139	862.64	-0.097267	0.18197	0.72237
R_240	CNAG_00140	CNAG_00140	1842.1	-0.37138	0.13775	0.023781
R_240	CNAG_00141	CNAG_00141	29.724	1.143	0.20282	3.0303e-7
R_240	CNAG_00142	CNAG_00142	1510.4	-0.42548	0.16248	0.028507
R_240	CNAG_00143	CNAG_00143	627.67	-0.059831	0.12376	0.74866
R_240	CNAG_00144	CNAG_00144	41.19	-0.080471	0.21139	0.80589
R_240	CNAG_00145	CNAG_00145	74.288	0.058028	0.16643	0.82199
R_240	CNAG_00146	PBY101	531.61	0.35883	0.4349	0.55775
R_240	CNAG_00147	CNAG_00147	3869.3	-0.067162	0.12225	0.71415
R_240	CNAG_00148	CNAG_00148	245.83	0.32883	0.18916	0.16854
R_240	CNAG_00149	CNAG_00149	4792.5	-0.4059	0.147	0.020389
R_240	CNAG_00150	PQP1	73.481	0.78398	0.19201	3.2836e-4
R_240	CNAG_00151	CNAG_00151	887.56	-0.034742	0.1512	0.88423
R_240	CNAG_00152	CNAG_00152	387.16	0.23355	0.1707	0.29533
R_240	CNAG_00153	CNAG_00153	127.71	-0.23041	0.14063	0.1982
R_240	CNAG_00154	CNAG_00154	111.58	-0.068005	0.18303	0.80997
R_240	CNAG_00155	CNAG_00155	1.1148	0.7091	1.8634	0.80589
R_240	CNAG_00156	SP1	1375.9	0.34526	0.1147	0.010523
R_240	CNAG_00157	CNAG_00157	710	-0.099798	0.15319	0.65773
R_240	CNAG_00158	HOC3	156.65	-0.28664	0.12042	0.049233
R_240	CNAG_00159	CNAG_00159	173.73	-0.49857	0.16196	0.0087898
R_240	CNAG_00160	CNAG_00160	73.443	0.14549	0.21278	0.63918
R_240	CNAG_00161	CNAG_00161	258.38	0.15583	0.17142	0.51436
R_240	CNAG_00162	AOX1	12761	0.077289	0.18194	0.78241
R_240	CNAG_00163	CNAG_00163	1814.2	-0.31827	0.13909	0.060145
R_240	CNAG_00164	CNAG_00164	217.8	-0.12411	0.27509	0.76671
R_240	CNAG_00165	CNAG_00165	992.98	3.419	0.16657	1.0681999999999998e-90
R_240	CNAG_00166	CNAG_00166	711.88	-0.47726	0.1756	0.02261
R_240	CNAG_00167	CNAG_00167	104.16	-0.1503	0.13859	0.42263
R_240	CNAG_00171	CNAG_00171	35.789	0.28758	0.18962	0.23871
R_240	CNAG_00172	CNAG_00172	55.163	1.4951	0.33798	8.534e-5
R_240	CNAG_00173	CNAG_00173	267.94	-0.1585	0.24491	0.66012
R_240	CNAG_00174	CNAG_00174	195.36	0.313	0.23348	0.30646
R_240	CNAG_00175	CNAG_00175	207.88	0.30077	0.17424	0.1718
R_240	CNAG_00176	CNAG_00176	351.76	0.36927	0.19498	0.12833
R_240	CNAG_00177	CNAG_00177	2.8088	1.716	0.99342	0.1716
R_240	CNAG_00178	CNAG_00178	464.22	-0.34656	0.19052	0.14701
R_240	CNAG_00179	GPA2	33.789	0.36762	0.25078	0.25675
R_240	CNAG_00180	CNAG_00180	201.09	-0.59307	0.149	4.7971e-4
R_240	CNAG_00181	FYV10	185.74	0.23617	0.15645	0.24147
R_240	CNAG_00182	VPS29	166.85	0.29691	0.20538	0.26515
R_240	CNAG_00183	CNAG_00183	868.26	-0.19494	0.22106	0.5279
R_240	CNAG_00184	CNAG_00184	496.59	0.028862	0.097067	0.84842
R_240	CNAG_00185	CNAG_00185	273.44	0.40553	0.10512	7.4654e-4
R_240	CNAG_00186	CNAG_00186	203.16	0.20359	0.16715	0.35921
R_240	CNAG_00187	UBP16	280.99	-0.05728	0.18586	0.84197
R_240	CNAG_00188	CNAG_00188	276.49	0.3638	0.12661	0.015213
R_240	CNAG_00189	CNAG_00189	114.52	0.38851	0.17404	0.067515
R_240	CNAG_00190	CNAG_00190	744.79	-0.47242	0.22876	0.093759
R_240	CNAG_00191	CNAG_00191	192.91	0.0019857	0.16081	0.99484
R_240	CNAG_00192	CNAG_00192	297.3	1.1014	0.19813	4.4895e-7
R_240	CNAG_00193	GAT1	928.97	0.61635	0.23081	0.0253
R_240	CNAG_00194	CNAG_00194	1260.2	-0.94743	0.15839	4.6515e-8
R_240	CNAG_00195	CNAG_00195	513.39	-0.41664	0.15849	0.027916
R_240	CNAG_00229	CNAG_00229	50.144	-0.30708	0.19505	0.21853
R_240	CNAG_00231	CNAG_00231	266.21	-0.69875	0.17522	4.6714e-4
R_240	CNAG_00232	RPL30	5180.2	-0.22247	0.14672	0.23879
R_240	CNAG_00233	CNAG_00233	1618.1	-0.15648	0.10087	0.22653
R_240	CNAG_00234	CNAG_00234	157.38	-0.11955	0.13771	0.53551
R_240	CNAG_00235	AMT1	924.53	0.035973	0.2376	0.9281
R_240	CNAG_00236	CNAG_00236	266.12	0.39589	0.20774	0.12545
R_240	CNAG_00237	CNAG_00237	4521.3	-0.29632	0.15337	0.11987
R_240	CNAG_00238	CNAG_00238	1692.6	-0.30496	0.14979	0.099342
R_240	CNAG_00239	YAP1	458.3	0.55421	0.18038	0.0089119
R_240	CNAG_00240	CNAG_00240	338.97	-0.044778	0.152	0.84986
R_240	CNAG_00241	CNAG_00241	202.68	-0.17309	0.1624	0.43099
R_240	CNAG_00242	CNAG_00242	17.568	0.44002	0.30841	0.27228
R_240	CNAG_00243	CNAG_00243	219.04	-0.1499	0.12809	0.38175
R_240	CNAG_00246	CNAG_00246	223.94	0.19966	0.15933	0.34459
R_240	CNAG_00247	LYS9	131.99	1.7817	0.24328	9.043e-12
R_240	CNAG_00248	CNAG_00248	101.15	-0.37756	0.16392	0.058266
R_240	CNAG_00249	CNAG_00249	176.25	-0.25246	0.15073	0.18698
R_240	CNAG_00250	CNAG_00250	222.58	-1.3596	0.25535	1.4913e-6
R_240	CNAG_00251	CNAG_00251	73.017	1.2062	0.20032	3.6784e-8
R_240	CNAG_00252	CNAG_00252	233.56	0.10227	0.12591	0.5655
R_240	CNAG_00253	CNAG_00253	88.405	-0.34142	0.34525	0.47132
R_240	CNAG_00254	CNAG_00254	527.19	-0.53582	0.18942	0.017077
R_240	CNAG_00255	CNAG_00255	335.33	0.1224	0.12475	0.47498
R_240	CNAG_00256	CNAG_00256	609.84	0.027641	0.15341	0.91215
R_240	CNAG_00257	CNAG_00257	186.03	0.63068	0.18885	0.0041848
R_240	CNAG_00258	CNAG_00258	108.95	-0.28436	0.15646	0.14725
R_240	CNAG_00259	CNAG_00259	673.14	-0.84591	0.13152	3.207e-9
R_240	CNAG_00260	CNAG_00260	540.5	-0.4398	0.13082	0.0039121
R_240	CNAG_00261	CNAG_00261	2131.7	0.50373	0.10621	2.2568e-5
R_240	CNAG_00262	CNAG_00262	231.7	0.22398	0.19222	0.38363
R_240	CNAG_00263	PTP4	285.95	0.39001	0.13327	0.013214
R_240	CNAG_00264	CNAG_00264	1228.9	1.5866	0.1321	4.5211e-31
R_240	CNAG_00265	IDI1	1116.2	-0.50368	0.15138	0.0043365
R_240	CNAG_00266	YFH7	135.89	-0.063129	0.14915	0.78345
R_240	CNAG_00267	CNAG_00267	83.13	-0.010984	0.1586	0.9679
R_240	CNAG_00268	ILV2	1581.5	-0.13942	0.17488	0.57401
R_240	CNAG_00269	CNAG_00269	21.626	-0.84068	0.38926	0.078471
R_240	CNAG_00270	CNAG_00270	1509.3	-0.12051	0.12341	0.47769
R_240	CNAG_00271	CNAG_00271	208.59	0.27908	0.1211	0.05814
R_240	CNAG_00272	CNAG_00272	254.56	0.51329	0.14301	0.0018792
R_240	CNAG_00273	CNAG_00273	71.957	-0.31174	0.20988	0.25002
R_240	CNAG_00274	CNAG_00274	109.09	0.52056	0.14323	0.0016213
R_240	CNAG_00275	CNAG_00275	45.344	1.8753	0.21622	2.564e-16
R_240	CNAG_00276	CNAG_00276	163.31	-0.15033	0.20757	0.616
R_240	CNAG_00277	CNAG_00277	169.81	0.5	0.13438	0.0012108
R_240	CNAG_00278	CNAG_00278	273.83	-0.28051	0.15896	0.16135
R_240	CNAG_00279	CNAG_00279	216.39	5.1339e-4	0.18996	0.99949
R_240	CNAG_00280	CNAG_00280	709.95	-0.10569	0.13019	0.5655
R_240	CNAG_00283	CNAG_00283	169.76	0.82809	0.15062	6.2074e-7
R_240	CNAG_00284	CNAG_00284	316.6	0.26159	0.13513	0.11896
R_240	CNAG_00285	CNAG_00285	169.96	-0.030579	0.2602	0.94533
R_240	CNAG_00286	NAB2	555.9	0.10219	0.11942	0.54237
R_240	CNAG_00287	CNAG_00287	1487.1	-0.050957	0.18419	0.86085
R_240	CNAG_00288	CNAG_00288	208.22	0.10317	0.15265	0.64457
R_240	CNAG_00289	CNAG_00289	201.84	0.1958	0.20026	0.47712
R_240	CNAG_00290	CNAG_00290	329.78	0.58766	0.17147	0.0031766
R_240	CNAG_00291	CNAG_00291	30.141	0.63866	0.32178	0.10913
R_240	CNAG_00292	CNAG_00292	2250.5	-0.24882	0.10007	0.039094
R_240	CNAG_00293	RAS1	579.72	9.9893e-4	0.12187	0.99669
R_240	CNAG_00294	CNAG_00294	322.42	0.17715	0.11721	0.24066
R_240	CNAG_00295	CNAG_00295	4.061	-0.5743	0.81784	0.62799
R_240	CNAG_00299	CNAG_00299	217.52	0.33217	0.17158	0.11896
R_240	CNAG_00300	CNAG_00300	294.71	0.13248	0.14106	0.49803
R_240	CNAG_00301	CNAG_00301	637.62	-0.46395	0.18551	0.037792
R_240	CNAG_00302	CNAG_00302	49.056	3.0504	0.47886	4.6724e-9
R_240	CNAG_00303	CNAG_00303	20.692	1.2403	0.3176	6.2701e-4
R_240	CNAG_00304	CNAG_00304	208.81	-0.11131	0.15169	0.61068
R_240	CNAG_00305	CNAG_00305	2382.3	-0.080587	0.15279	0.72606
R_240	CNAG_00306	MTN2	39.33	0.65216	0.42861	0.23705
R_240	CNAG_00307	CNAG_00307	1339.6	0.0025714	0.13145	0.992
R_240	CNAG_00308	CNAG_00308	82.092	0.34586	0.18286	0.12887
R_240	CNAG_00309	CNAG_00309	196.1	0.3455	0.12867	0.024454
R_240	CNAG_00310	CNAG_00310	164.12	0.11936	0.16504	0.61639
R_240	CNAG_00311	CNAG_00311	547.85	-0.42335	0.13402	0.0070697
R_240	CNAG_00312	CNAG_00312	138.61	-0.05527	0.15224	0.81395
R_240	CNAG_00313	CNAG_00313	130.68	0.19847	0.13039	0.23705
R_240	CNAG_00314	CNAG_00314	101.77	0.070472	0.1385	0.7361
R_240	CNAG_00315	CNAG_00315	400.33	-1.7548	0.3054	1.6714e-7
R_240	CNAG_00316	HAM1	223.59	0.032411	0.1028	0.83892
R_240	CNAG_00317	CNAG_00317	508.92	0.1452	0.19259	0.59885
R_240	CNAG_00318	CNAG_00318	618.47	-0.54244	0.19751	0.021133
R_240	CNAG_00319	CNAG_00319	428.61	0.2088	0.13633	0.23388
R_240	CNAG_00320	CNAG_00320	142.72	-0.1952	0.1302	0.24513
R_240	CNAG_00321	CNAG_00321	58.231	1.4695	0.79262	0.13777
R_240	CNAG_00322	CNAG_00322	213.64	0.82193	0.20081	3.1643e-4
R_240	CNAG_00323	CNAG_00323	2.1248	1.6901	0.76148	0.069214
R_240	CNAG_00326	CNAG_00326	1034	-0.18638	0.1213	0.23205
R_240	CNAG_00327	CNAG_00327	55.367	0.60744	0.20329	0.011198
R_240	CNAG_00328	CNAG_00328	260.13	0.15292	0.2209	0.63428
R_240	CNAG_00329	CNAG_00329	584.88	-0.015213	0.2038	0.96511
R_240	CNAG_00330	CNAG_00330	670.86	0.073201	0.16362	0.76884
R_240	CNAG_00331	CNAG_00331	135.63	1.2415	0.19484	4.6364e-9
R_240	CNAG_00332	SIP4	497.04	1.4538	0.1637	4.2794e-17
R_240	CNAG_00333	CNAG_00333	30.766	0.21456	0.23761	0.517
R_240	CNAG_00334	CNAG_00334	18024	-0.77668	0.14626	1.5978e-6
R_240	CNAG_00335	CNAG_00335	330.56	0.36227	0.13255	0.021781
R_240	CNAG_00337	CNAG_00337	1037.3	0.17603	0.12984	0.30033
R_240	CNAG_00342	CNAG_00342	454.06	-0.085813	0.12155	0.6266
R_240	CNAG_00343	CNAG_00343	57.656	0.0066993	0.17702	0.98373
R_240	CNAG_00344	CNAG_00344	79.843	0.3963	0.14972	0.026741
R_240	CNAG_00345	CNAG_00345	397.71	-0.51221	0.1721	0.011575
R_240	CNAG_00346	CNAG_00346	128.11	-0.4723	0.19589	0.045928
R_240	CNAG_00347	CNAG_00347	235.15	-0.18356	0.21559	0.54447
R_240	CNAG_00348	CNAG_00348	606.66	0.020634	0.16302	0.94098
R_240	CNAG_00349	CNAG_00349	451.57	-0.78664	0.24864	0.0069628
R_240	CNAG_00351	CNAG_00351	224.49	-0.40451	0.14705	0.020903
R_240	CNAG_00352	CNAG_00352	379.41	-0.49367	0.18221	0.023023
R_240	CNAG_00353	LPI16	150.13	-0.20267	0.17034	0.37198
R_240	CNAG_00354	CNAG_00354	1044.5	0.28457	0.088771	0.0061684
R_240	CNAG_00355	CNAG_00355	1087.9	0.17417	0.13828	0.34152
R_240	CNAG_00356	CNAG_00356	301.74	0.46668	0.18032	0.030807
R_240	CNAG_00357	CNAG_00357	250.06	-0.048979	0.12914	0.80624
R_240	CNAG_00358	CNAG_00358	295.5	-0.69633	0.14279	1.2308e-5
R_240	CNAG_00359	CNAG_00359	385.34	0.2111	0.1484	0.27366
R_240	CNAG_00360	CNAG_00360	778.39	-1.0201	0.19403	2.0781e-6
R_240	CNAG_00361	RVS167	573.7	-0.40703	0.16132	0.03593
R_240	CNAG_00362	CNAG_00362	222.62	0.2621	0.12512	0.088854
R_240	CNAG_00363	TCO6	744.31	0.18942	0.14897	0.33609
R_240	CNAG_00364	CNAG_00364	226.55	0.28906	0.14448	0.10589
R_240	CNAG_00365	CNAG_00365	264.61	-0.25833	0.11732	0.071767
R_240	CNAG_00366	CNAG_00366	21.469	0.71752	0.43763	0.1979
R_240	CNAG_00367	DYN5	130.29	0.5651	0.17056	0.0045214
R_240	CNAG_00368	CNAG_00368	124.38	0.69615	0.14459	1.6322e-5
R_240	CNAG_00369	CNAG_00369	263.63	0.12035	0.14719	0.56215
R_240	CNAG_00370	UBI1	4869.1	-0.065938	0.16176	0.79255
R_240	CNAG_00371	CNAG_00371	56.971	0.20769	0.18896	0.41643
R_240	CNAG_00372	CNAG_00372	332.56	0.6256	0.18153	0.0029942
R_240	CNAG_00373	CNAG_00373	81.692	1.0451	0.22993	5.2533e-5
R_240	CNAG_00374	CNAG_00374	917.29	1.3025	0.19152	3.0707e-10
R_240	CNAG_00375	GCN5	319.41	0.072322	0.11695	0.67492
R_240	CNAG_00377	CNAG_00377	431.54	0.065616	0.1806	0.81393
R_240	CNAG_00378	CNAG_00378	308.35	0.38903	0.33053	0.37882
R_240	CNAG_00383	APT3	327.17	0.068982	0.12165	0.70444
R_240	CNAG_00384	CNAG_00384	12.38	0.62159	0.29114	0.082447
R_240	CNAG_00385	CNAG_00385	598.37	0.0633	0.15369	0.7899
R_240	CNAG_00386	CNAG_00386	736.21	-0.16357	0.20153	0.5655
R_240	CNAG_00387	LPI13	268.52	0.031953	0.11463	0.85982
R_240	CNAG_00388	CNAG_00388	535.55	0.23859	0.12443	0.12284
R_240	CNAG_00389	CNAG_00389	223.32	0.1496	0.1401	0.43021
R_240	CNAG_00390	YMR1	82.559	0.53695	0.16347	0.0049197
R_240	CNAG_00391	CNAG_00391	255.18	-0.11872	0.31616	0.80821
R_240	CNAG_00392	CNAG_00392	64.308	0.20042	0.22152	0.5163
R_240	CNAG_00393	CNAG_00393	759.36	-1.2895	0.47645	0.023151
R_240	CNAG_00394	CNAG_00394	1652.4	-0.94281	0.20129	2.9283e-5
R_240	CNAG_00395	CNAG_00395	224.93	0.12189	0.13806	0.52738
R_240	CNAG_00396	PKA1	308.05	0.15124	0.13248	0.39472
R_240	CNAG_00397	CNAG_00397	179.53	0.86986	0.45252	0.12197
R_240	CNAG_00398	CNAG_00398	505.25	0.9259	0.16375	2.7405e-7
R_240	CNAG_00399	CNAG_00399	760.18	-1.9253	0.16344	6.7452e-30
R_240	CNAG_00400	CNAG_00400	668.1	-1.9354	0.16289	2.0359e-30
R_240	CNAG_00401	CNAG_00401	212.79	-0.18684	0.12734	0.25635
R_240	CNAG_00402	CNAG_00402	979.42	0.52371	0.21023	0.038707
R_240	CNAG_00403	CNAG_00403	71.623	0.31889	0.18951	0.18466
R_240	CNAG_00404	CNAG_00404	334.16	0.95048	0.22367	1.73e-4
R_240	CNAG_00405	KIC1	135.84	0.56895	0.12836	8.2614e-5
R_240	CNAG_00406	CNAG_00406	76.086	-0.38333	0.18963	0.10195
R_240	CNAG_00407	CNAG_00407	989.7	0.60199	0.19782	0.0096208
R_240	CNAG_00408	PPH3	1446.1	0.56797	0.1803	0.0072459
R_240	CNAG_00409	CNAG_00409	105.36	0.77353	0.25564	0.010077
R_240	CNAG_00410	CNAG_00410	366.46	-0.011485	0.092696	0.94238
R_240	CNAG_00411	CNAG_00411	338.7	-0.4603	0.12745	0.0017442
R_240	CNAG_00413	OFD1	971.68	0.24195	0.11773	0.095587
R_240	CNAG_00414	MAK32	86.901	0.15667	0.1839	0.5442
R_240	CNAG_00415	CDC2801	128.37	0.066536	0.14968	0.77048
R_240	CNAG_00416	CNAG_00416	122.46	0.1343	0.15179	0.52693
R_240	CNAG_00417	CNAG_00417	3423.1	-0.36351	0.098437	0.0013264
R_240	CNAG_00418	CNAG_00418	2253.7	-0.64213	0.1385	3.5724e-5
R_240	CNAG_00419	CNAG_00419	245.23	0.87311	0.59349	0.25505
R_240	CNAG_00420	CNAG_00420	180.27	0.22071	0.14159	0.22426
R_240	CNAG_00421	CNAG_00421	990.18	0.03316	0.14196	0.88314
