gene	geneName	baseMean	log2FC	stderror	padj
CNAG_03007	CNAG_03007	96.936	-4.4277	0.34172	1.4524e-34
CNAG_05565	CNAG_05565	8.663	-3.8367	0.73649	2.2142e-5
CNAG_03398	ZIP2	358.22	-3.1028	0.32143	1.0786e-18
CNAG_04877	CNAG_04877	95.513	-2.6652	0.51302	2.3527e-5
CNAG_02005	CNAG_02005	49.244	-2.6188	0.33924	1.1314e-11
CNAG_03453	KIP1	12.295	-2.5976	0.55363	1.7286e-4
CNAG_05258	SMG1	62.792	-2.5159	0.63821	0.0017724
CNAG_05752	KAR3	12.944	-2.4168	0.54872	4.2328e-4
CNAG_00895	ZIP1	3286.5	-2.2131	0.22614	4.367400000000001e-19
CNAG_00269	CNAG_00269	18.704	-2.1671	0.51093	7.0014e-4
CNAG_05576	CNAG_05576	23.915	-2.1617	0.43046	4.8214e-5
CNAG_07756	CNAG_07756	4.6016	-2.0469	0.77702	0.043676
CNAG_00735	CNAG_00735	50.452	-1.99	0.26033	1.7871e-11
CNAG_05993	CNAG_05993	412.32	-1.9848	0.2507	2.7507e-12
CNAG_00110	HPI3	6.5448	-1.9803	0.6401	0.016297
CNAG_02344	CNAG_02344	17.795	-1.894	0.48012	0.0017645
CNAG_04861	CNAG_04861	32.724	-1.8675	0.37409	5.5498e-5
CNAG_02095	CNAG_02095	26.428	-1.8009	0.39504	2.6232e-4
CNAG_00537	CNAG_00537	83.492	-1.7763	0.35209	4.4577e-5
CNAG_03539	CNAG_03539	9.7753	-1.7435	0.55798	0.015128
CNAG_00172	CNAG_00172	17.464	-1.7236	0.43223	0.0015827
CNAG_03125	CNAG_03125	8.8706	-1.7173	0.60224	0.027487
CNAG_07728	CNAG_07728	25.061	-1.6778	0.34218	7.8215e-5
CNAG_05392	ZAP104	283.67	-1.6235	0.18767	6.9637e-15
CNAG_04470	CNAG_04470	25.632	-1.5824	0.33483	1.5743e-4
CNAG_01334	CNAG_01334	41.623	-1.4794	0.35283	8.1037e-4
CNAG_02225	EXG104	72.58	-1.4648	0.32822	3.4525e-4
CNAG_03265	CNAG_03265	14.499	-1.4358	0.4994	0.026219
CNAG_04869	PNB1	37.851	-1.4287	0.31308	2.6232e-4
CNAG_03128	CNAG_03128	26.729	-1.401	0.37497	0.0032307
CNAG_03658	CNAG_03658	13.125	-1.3763	0.44696	0.016882
CNAG_04943	CNAG_04943	23.648	-1.3643	0.34184	0.0015774
CNAG_04857	CNAG_04857	45.067	-1.3641	0.29071	1.7286e-4
CNAG_06335	CNAG_06335	13.306	-1.3637	0.47616000000000003	0.026764
CNAG_03977	CNAG_03977	25.353	-1.3627	0.33829	0.001411
CNAG_01980	CNAG_01980	55.987	-1.3426	0.25572	1.9084e-5
CNAG_04018	CNAG_04018	47.544	-1.3416	0.2954	2.6846e-4
CNAG_00122	CNAG_00122	11.815	-1.3355	0.49052	0.036062
CNAG_03044	CNAG_03044	22.783	-1.3081	0.27869	1.7286e-4
CNAG_05310	CNAG_05310	35.807	-1.2643	0.33947	0.0033105
CNAG_05460	CNAG_05460	27.442	-1.2579	0.36022	0.0060868
CNAG_00384	CNAG_00384	14.223	-1.2529	0.45248	0.032541
CNAG_06294	CNAG_06294	76.599	-1.212	0.2758	4.3742e-4
CNAG_04025	CNAG_04025	43.502	-1.1768	0.39604	0.021544
CNAG_01671	CNAG_01671	12.474	-1.1468	0.37441	0.017573
CNAG_03639	CNAG_03639	45.501	-1.1386	0.22931000000000001	6.0364e-5
CNAG_05153	GAT5	23.622	-1.1377	0.38434	0.022078
CNAG_05016	CNAG_05016	14.557	-1.1354	0.41561	0.035388
CNAG_05358	CNAG_05358	15.658	-1.1342	0.39957	0.028226
CNAG_06822	CNAG_06822	31.973	-1.1211	0.23078	9.2389e-5
CNAG_02476	YRM101	17.986	-1.1146	0.36939	0.019428
CNAG_01540	CNAG_01540	20.784	-1.1121	0.38355	0.025114
CNAG_05699	CNAG_05699	19.863	-1.1055	0.35133	0.014472
CNAG_03755	CNAG_03755	18.981	-1.1048	0.37932	0.024418
CNAG_00890	CNAG_00890	25.991	-1.1028	0.3349	0.010132
CNAG_07869	CNAG_07869	76.862	-1.1026	0.35441	0.015586
CNAG_02389	YPK101	14.285	-1.1013	0.398	0.032646
CNAG_04308	HAD1	70.273	-1.0972	0.22002	5.6268e-5
CNAG_01567	CNAG_01567	23.625	-1.0908	0.34539	0.014097
CNAG_05340	CNAG_05340	32.496	-1.0882	0.25957	8.1037e-4
CNAG_00333	CNAG_00333	29.174	-1.0867	0.33993	0.012731
CNAG_05853	CNAG_05853	15.041	-1.0844	0.37317	0.024859
CNAG_00247	LYS9	100.27	-1.0814	0.27117	0.0015827
CNAG_02675	HSL101	41.17	-1.08	0.29051	0.0033759
CNAG_02052	CNAG_02052	19.923	-1.0785	0.36053	0.020692
CNAG_03936	CNAG_03936	287.01	-1.0728	0.24741	5.259e-4
CNAG_07030	CNAG_07030	22.07	-1.066	0.39445	0.037532
CNAG_06511	CNAG_06511	107.33	-1.047	0.26383	0.0016747
CNAG_01759	CNAG_01759	32.472	-1.0455	0.28591	0.0039746
CNAG_05867	CNAG_05867	968.95	-1.0425	0.23115	2.9702e-4
CNAG_03101	CNAG_03101	45.322	-1.0238	0.29619	0.0067808
CNAG_03394	CNAG_03394	66.154	-1.0207	0.25749	0.0016763
CNAG_06672	CNAG_06672	23.032	-1.0174	0.31635	0.012169
CNAG_04148	CNAG_04148	33.179	-1.0117	0.27616	0.00389
