gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00002	CNAG_00002	955.09	-0.096764	0.13674	0.75758
CNAG_00003	CNAG_00003	111.51	0.079321	0.16414	0.84764
CNAG_00004	CNAG_00004	227.54	0.18977	0.13127	0.45227
CNAG_00005	CNAG_00005	548.97	-0.12052	0.13014	0.66768
CNAG_00006	CNAG_00006	1102.1	0.122	0.082124	0.43691
CNAG_00007	CNAG_00007	561.89	0.11167	0.11162	0.6331
CNAG_00008	CNAG_00008	375.98	-0.10092	0.12711	0.7178
CNAG_00009	CNAG_00009	131.47	0.054675	0.11725	0.85405
CNAG_00010	CNAG_00010	799.25	0.030134	0.11587	0.92876
CNAG_00011	CNAG_00011	72.432	-0.16564	0.17745	0.66441
CNAG_00012	CNAG_00012	228.16	-0.29926	0.15895	0.28781
CNAG_00013	CNAG_00013	186.41	-0.039544	0.15599	0.93038
CNAG_00014	CNAG_00014	109.39	0.21603	0.18924	0.57557
CNAG_00015	CNAG_00015	468.98	-0.099899	0.17602	0.81848
CNAG_00016	CNAG_00016	367.07	0.11826	0.18274	0.78342
CNAG_00017	CNAG_00017	69.798	-0.038563	0.18052	0.94204
CNAG_00018	FZC6	290.09	-0.43738	0.18749	0.15939
CNAG_00019	CNAG_00019	1634.9	0.14759	0.12999	0.57713
CNAG_00020	CNAG_00020	723.67	-0.077764	0.17601	0.86285
CNAG_00021	CNAG_00021	222.01	-0.17172	0.29033	0.80945
CNAG_00022	CNAG_00022	409	-0.0021751	0.09884	0.99375
CNAG_00023	CNAG_00023	84.649	0.026642	0.20827	0.9684
CNAG_00024	CNAG_00024	3505.6	0.24308	0.24317	0.63335
CNAG_00025	VCX1	275.5	0.38749	0.2002	0.26956
CNAG_00026	CNAG_00026	309.05	-0.41307	0.16931	0.1337
CNAG_00027	CNAG_00027	172.45	0.068475	0.12608	0.82465
CNAG_00028	CNAG_00028	250.42	0.10703	0.13618	0.72019
CNAG_00029	CNAG_00029	110.13	0.38361	0.16149	0.14753
CNAG_00030	CNAG_00030	109.26	0.11983	0.22195	0.82568
CNAG_00031	MLR1	130.79	-0.10521	0.17165	0.79899
CNAG_00032	CNAG_00032	48.816	-0.060543	0.18867	0.90558
CNAG_00034	RPL9B	10366	-0.11607	0.10806	0.60089
CNAG_00035	CNAG_00035	44.367	0.23665	0.22583	0.61352
CNAG_00036	SEC14-2	373.16	-0.024002	0.20589	0.97265
CNAG_00038	CNAG_00038	325.11	0.15974	0.17323	0.66889
